"Accepted_name_species","Native_status","Island","Presence_Absence"
"Ilex_paraguariensis","exotic","K",0
"Inga_sertulifera","exotic","K",0
"Ipomoea_carnea","exotic","K",0
"Isodendrion_hosakae","native","K",0
"Isodendrion_laurifolium","native","K",1
"Isodendrion_longifolium","native","K",1
"Isodendrion_pyrifolium","native","K",0
"Jacaranda_mimosifolia","exotic","K",0
"Jasminum_fluminense","exotic","K",0
"Jasminum_multiflorum","exotic","K",0
"Jatropha_curcas","exotic","K",0
"Jatropha_gossypiifolia","exotic","K",0
"Jatropha_multifida","exotic","K",0
"Jatropha_podagrica","exotic","K",0
"Justicia_carnea","exotic","K",0
"Justicia_spicigera","exotic","K",0
"Kadua_acuminata","native","K",1
"Kadua_affinis","native","K",1
"Kadua_axillaris","native","K",0
"Kadua_centranthoides","native","K",1
"Kadua_cookiana","native","K",1
"Kadua_cordata","native","K",1
"Kadua_coriacea","native","K",0
"Kadua_degeneri","native","K",0
"Kadua_elatior","native","K",1
"Kadua_fluviatilis","native","K",1
"Kadua_flynnii","native","K",1
"Kadua_foggiana","native","K",1
"Kadua_foliosa","native","K",0
"Kadua_formosa","native","K",0
"Kadua_fosbergii","native","K",0
"Kadua_haupuensis","native","K",1
"Kadua_knudsenii","native","K",1
"Kadua_laxiflora","native","K",0
"Kadua_parvula","native","K",0
"Kadua_tryblium","native","K",1
"Kanaloa_kahoolawensis","native","K",1
"Keysseria_maviensis","native","K",0
"Khaya_nyasica","exotic","K",0
"Koelreuteria_elegans","exotic","K",0
"Kokia_cookei","native","K",0
"Kokia_drynarioides","native","K",0
"Kokia_kauaiensis","native","K",1
"Kokia_lanceolata","native","K",0
"Korthalsella_cylindrica","native","K",0
"Korthalsella_remyana","native","K",1
"Korthalsella_taenioides","native","K",1
"Labordia_cyrtandrae","native","K",0
"Labordia_degeneri","native","K",1
"Labordia_fagraeoidea","native","K",0
"Labordia_hedyosmifolia","native","K",0
"Labordia_helleri","native","K",1
"Labordia_hirtella","native","K",1
"Labordia_hosakana","native","K",0
"Labordia_kaalae","native","K",0
"Labordia_lorenceana","native","K",1
"Labordia_lydgatei","native","K",1
"Labordia_pumila","native","K",1
"Labordia_tinifolia","native","K",1
"Labordia_triflora","native","K",0
"Labordia_venosa","native","K",0
"Labordia_waialealae","native","K",1
"Labordia_waiolanii","native","K",0
"Lantana_camara","exotic","K",1
"Lepidium_arbuscula","native","K",0
"Lepidium_serra","native","K",1
"Leptecophylla_tameiameiae","native","K",1
"Leptospermum_laevigatum","exotic","K",0
"Leptospermum_morrisonii","exotic","K",0
"Leptospermum_petersonii","exotic","K",0
"Leptospermum_polygalifolium","exotic","K",0
"Leptospermum_scoparium","exotic","K",1
"Leucaena_diversifolia","exotic","K",0
"Leucaena_leucocephala","exotic","K",0
"Licuala_spinosa","exotic","K",0
"Ligustrum_lucidum","exotic","K",0
"Ligustrum_sinense","exotic","K",1
"Liriodendron_tulipifera","exotic","K",0
"Livistona_chinensis","exotic","K",1
"Lobelia_dunbariae","native","K",0
"Lobelia_gaudichaudii","native","K",0
"Lobelia_gloria-montis","native","K",0
"Lobelia_grayana","native","K",0
"Lobelia_hillebrandii","native","K",0
"Lobelia_×kauaiensis","native","K",1
"Lobelia_koolauensis","native","K",0
"Lobelia_monostachya","native","K",0
"Lobelia_niihauensis","native","K",1
"Lobelia_oahuensis","native","K",0
"Lobelia_villosa","native","K",1
"Lobelia_wahiawa","native","K",1
"Lobelia_yuccoides","native","K",1
"Lonicera_japonica","exotic","K",1
"Lophostemon_confertus","exotic","K",0
"Lupinus_arboreus","exotic","K",0
"Lycium_sandwicense","native","K",1
"Lysimachia_daphnoides","native","K",1
"Lysimachia_filifolia","native","K",1
"Lysimachia_forbesii","native","K",0
"Lysimachia_glutinosa","native","K",1
"Lysimachia_iniki","native","K",1
"Lysimachia_kalalauensis","native","K",1
"Lysimachia_lydgatei","native","K",0
"Lysimachia_pendens","native","K",1
"Lysimachia_remyi","native","K",0
"Lysimachia_scopulensis","native","K",1
"Lysimachia_venosa","native","K",1
"Lythrum_maritimum","exotic","K",1
"Macadamia_integrifolia","exotic","K",0
"Macadamia_tetraphylla","exotic","K",0
"Macaranga_mappa","exotic","K",0
"Macaranga_tanarius","exotic","K",1
"Majidea_zanguebarica","exotic","K",0
"Mallotus_philippensis","exotic","K",0
"Malvaviscus_penduliflorus","exotic","K",1
"Mangifera_indica","exotic","K",1
"Manihot_carthaginensis","exotic","K",1
"Manihot_esculenta","exotic","K",0
"Mansoa_hymenaea","exotic","K",0
"Medinilla_cummingii","exotic","K",0
"Medinilla_heterophylla","exotic","K",0
"Medinilla_magnifica","exotic","K",0
"Medinilla_venosa","exotic","K",0
"Megaskepasma_erythrochlamys","exotic","K",1
"Melaleuca_armillaris","exotic","K",0
"Melaleuca_quinquenervia","exotic","K",1
"Melastoma_sanguineum","exotic","K",0
"Melastoma_septemnervium","exotic","K",1
"Melia_azedarach","exotic","K",1
"Melicope_adscendens","native","K",0
"Melicope_anisata","native","K",1
"Melicope_balloui","native","K",0
"Melicope_barbigera","native","K",1
"Melicope_christophersenii","native","K",0
"Melicope_cinerea","native","K",0
"Melicope_clusiifolia","native","K",1
"Melicope_cruciata","native","K",1
"Melicope_degeneri","native","K",1
"Melicope_elleryana","exotic","K",0
"Melicope_feddei","native","K",1
"Melicope_haleakalae","native","K",0
"Melicope_haupuensis","native","K",1
"Melicope_hawaiensis","native","K",0
"Melicope_hiiakae","native","K",0
"Melicope_hosakae","native","K",0
"Melicope_kaalaensis","native","K",0
"Melicope_kavaiensis","native","K",1
"Melicope_knudsenii","native","K",1
"Melicope_lydgatei","native","K",0
"Melicope_macropus","native","K",1
"Melicope_makahae","native","K",0
"Melicope_molokaiensis","native","K",0
"Melicope_mucronulata","native","K",0
"Melicope_munroi","native","K",0
"Melicope_nealae","native","K",1
"Melicope_oahuensis","native","K",0
"Melicope_orbicularis","native","K",0
"Melicope_ovalis","native","K",0
"Melicope_ovata","native","K",1
"Melicope_pallida","native","K",1
"Melicope_paniculata","native","K",1
"Melicope_peduncularis","native","K",1
"Melicope_pseudoanisata","native","K",0
"Melicope_puberula","native","K",1
"Melicope_quadrangularis","native","K",1
"Melicope_radiata","native","K",0
"Melicope_reflexa","native","K",0
"Melicope_rotundifolia","native","K",0
"Melicope_saintjohnii","native","K",0
"Melicope_sandwicensis","native","K",0
"Melicope_sessilis","native","K",0
"Melicope_volcanica","native","K",0
"Melicope_waialealae","native","K",1
"Melicope_wailauensis","native","K",0
"Melicope_wawraeana","native","K",1
"Melicope_zahlbruckneri","native","K",0
"Melochia_umbellata","exotic","K",1
"Metrosideros_kermadecensis","exotic","K",0
"Metrosideros_macropus","native","K",0
"Metrosideros_polymorpha","native","K",1
"Metrosideros_rugosa","native","K",0
"Metrosideros_tremuloides","native","K",0
"Metrosideros_waialealae","native","K",1
"Miconia_calvescens","exotic","K",1
"Montanoa_hibiscifolia","exotic","K",1
"Morella_cerifera","exotic","K",0
"Morella_faya","exotic","K",1
"Morinda_citrifolia","exotic","K",1
"Morinda_trimera","native","K",1
"Morus_alba","exotic","K",1
"Mucuna_gigantea","native","K",1
"Murraya_paniculata","exotic","K",1
"Myoporum_sandwicense","native","K",1
"Myrsine_alyxifolia","native","K",1
"Myrsine_degeneri","native","K",0
"Myrsine_denticulata","native","K",1
"Myrsine_fernseei","native","K",1
"Myrsine_helleri","native","K",1
"Myrsine_juddii","native","K",0
"Myrsine_kauaiensis","native","K",1
"Myrsine_knudsenii","native","K",1
"Myrsine_lanaiensis","native","K",1
"Myrsine_lessertiana","native","K",1
"Myrsine_linearifolia","native","K",1
"Myrsine_mezii","native","K",1
"Myrsine_petiolata","native","K",1
"Myrsine_pukooensis","native","K",0
"Myrsine_punctata","native","K",1
"Myrsine_sandwicensis","native","K",0
"Myrsine_vaccinioides","native","K",0
"Myrsine_wawraea","native","K",1
"Neraudia_angulata","native","K",0
"Neraudia_kauaiensis","native","K",1
"Neraudia_melastomifolia","native","K",1
"Neraudia_ovata","native","K",0
"Neraudia_sericea","native","K",0
"Nerium_oleander","exotic","K",0
"Nestegis_sandwicensis","native","K",1
"Nicotiana_glauca","exotic","K",0
"Noronhia_emarginata","exotic","K",1
"Nothocestrum_breviflorum","native","K",0
"Nothocestrum_latifolium","native","K",1
"Nothocestrum_longifolium","native","K",1
"Nothocestrum_peltatum","native","K",1
"Nototrichium_divaricatum","native","K",1
"Nototrichium_humile","native","K",0
"Nototrichium_sandwicense","native","K",1
"Ochna_serrulata","exotic","K",0
"Ochna_thomasiana","exotic","K",1
"Ochrosia_compta","native","K",0
"Ochrosia_haleakalae","native","K",0
"Ochrosia_kauaiensis","native","K",1
"Ochrosia_kilaueaensis","native","K",0
"Odontonema_cuspidatum","exotic","K",1
"Olea_europaea","exotic","K",1
"Opuntia_cochenillifera","exotic","K",1
"Opuntia_ficus-indica","exotic","K",1
"Opuntia_monacantha","exotic","K",0
"Osteomeles_anthyllidifolia","native","K",1
"Oxyspora_paniculata","exotic","K",0
"Pandanus_tectorius","native","K",1
"Paraserianthes_lophantha","exotic","K",0
"Parkinsonia_aculeata","exotic","K",1
"Passiflora_edulis","exotic","K",1
"Passiflora_foetida","exotic","K",1
"Passiflora_laurifolia","exotic","K",1
"Passiflora_ligularis","exotic","K",1
"Passiflora_manicata","exotic","K",1
"Passiflora_tarminiana","exotic","K",1
"Passiflora_vitifolia","exotic","K",0
"Paulownia_tomentosa","exotic","K",0
"Pelea_elliptica","native","K",0
"Peltophorum_pterocarpum","exotic","K",1
"Pentas_lanceolata","exotic","K",0
"Pereskia_aculeata","exotic","K",0
"Perrottetia_sandwicensis","native","K",1
"Persea_americana","exotic","K",1
"Philadelphus_karwinskyanus","exotic","K",1
"Phoenix_×intermedia","exotic","K",0
"Photinia_davidiana","exotic","K",0
"Phyllanthus_acidus","exotic","K",0
"Phyllanthus_distichus","native","K",1
"Phyllanthus_reticulatus","exotic","K",0
"Phyllostachys_aurea","exotic","K",0
"Phyllostachys_nigra","exotic","K",1
"Phyllostegia_ambigua","native","K",0
"Phyllostegia_brevidens","native","K",0
"Phyllostegia_electra","native","K",1
"Phyllostegia_grandiflora","native","K",0
"Phyllostegia_hirsuta","native","K",0
"Phyllostegia_lantanoides","native","K",0
"Phyllostegia_renovans","native","K",1
"Phyllostegia_stachyoides","native","K",0
"Phyllostegia_warshaueri","native","K",0
"Phytolacca_dioica","exotic","K",0
"Pimenta_dioica","exotic","K",1
"Pimenta_racemosa","exotic","K",0
"Pinanga_coronata","exotic","K",0
"Piper_aduncum","exotic","K",0
"Piper_auritum","exotic","K",1
"Piper_methysticum","exotic","K",1
"Pipturus_albidus","native","K",1
"Pipturus_forbesii","native","K",0
"Pipturus_kauaiensis","native","K",1
"Pipturus_ruber","native","K",1
"Piscidia_piscipula","exotic","K",0
"Pisonia_brunoniana","native","K",0
"Pisonia_sandwicensis","native","K",1
"Pisonia_umbellifera","native","K",1
"Pisonia_wagneriana","native","K",1
"Pithecellobium_dulce","exotic","K",1
"Pittosporum_argentifolium","native","K",0
"Pittosporum_confertiflorum","native","K",0
"Pittosporum_flocculosum","native","K",0
"Pittosporum_gayanum","native","K",1
"Pittosporum_glabrum","native","K",1
"Pittosporum_halophylum","native","K",0
"Pittosporum_hawaiiense","native","K",0
"Pittosporum_hosmeri","native","K",0
"Pittosporum_kauaiense","native","K",1
"Pittosporum_napaliense","native","K",1
"Pittosporum_pentandrum","exotic","K",1
"Pittosporum_terminalioides","native","K",0
"Pittosporum_undulatum","exotic","K",0
"Pittosporum_viridiflorum","exotic","K",0
"Planchonella_sandwicensis","native","K",1
"Plantago_princeps","native","K",1
"Platydesma_cornuta","native","K",0
"Platydesma_remyi","native","K",0
"Platydesma_rostrata","native","K",1
"Platydesma_spathulatum","native","K",1
"Pluchea_carolinensis","exotic","K",1
"Pluchea_indica","exotic","K",1
"Plumbago_auriculata","exotic","K",1
"Plumbago_zeylanica","native","K",1
"Podranea_ricasoliana","exotic","K",1
"Polygala_lancifolia","exotic","K",0
"Polyscias_bisattenuata","native","K",1
"Polyscias_flynnii","native","K",1
"Polyscias_gymnocarpa","native","K",0
"Polyscias_hawaiensis","native","K",0
"Polyscias_kavaiensis","native","K",1
"Polyscias_lydgatei","native","K",0
"Polyscias_oahuensis","native","K",1
"Polyscias_racemosa","native","K",1
"Polyscias_sandwicensis","native","K",0
"Polyscias_waialealae","native","K",1
"Polyscias_waimeae","native","K",1
"Pritchardia_arecina","native","K",0
"Pritchardia_bakeri","native","K",0
"Pritchardia_beccariana","native","K",0
"Pritchardia_flynnii","native","K",1
"Pritchardia_forbesiana","native","K",0
"Pritchardia_glabrata","native","K",0
"Pritchardia_gordonii","native","K",0
"Pritchardia_hardyi","native","K",1
"Pritchardia_hillebrandii","native","K",0
"Pritchardia_kaalae","native","K",0
"Pritchardia_lanigera","native","K",0
"Pritchardia_lowreyana","native","K",0
"Pritchardia_maideniana","native","K",0
"Pritchardia_martii","native","K",0
"Pritchardia_minor","native","K",1
"Pritchardia_munroi","native","K",0
"Pritchardia_napaliensis","native","K",1
"Pritchardia_perlmanii","native","K",1
"Pritchardia_remota","native","K",0
"Pritchardia_schattaueri","native","K",0
"Pritchardia_viscosa","native","K",1
"Pritchardia_waialealeana","native","K",1
"Pritchardia_woodii","native","K",0
"Prosopis_juliflora","exotic","K",1
"Prosopis_pallida","exotic","K",1
"Prunus_campanulata","exotic","K",1
"Prunus_grisea","exotic","K",0
"Prunus_persica","exotic","K",0
"Psidium_cattleianum","exotic","K",1
"Psidium_guajava","exotic","K",1
"Psychotria_fauriei","native","K",0
"Psychotria_grandiflora","native","K",1
"Psychotria_greenwelliae","native","K",1
"Psychotria_hathewayi","native","K",0
"Psychotria_hawaiiensis","native","K",0
"Psychotria_hexandra","native","K",1
"Psychotria_hobdyi","native","K",1
"Psychotria_kaduana","native","K",1
"Psychotria_mariniana","native","K",1
"Psychotria_mauiensis","native","K",1
"Psychotria_wawrae","native","K",1
"Psydrax_odorata","native","K",1
"Pteralyxia_kauaiensis","native","K",1
"Pteralyxia_laurifolia","native","K",0
"Pterolepis_glomerata","exotic","K",1
"Ptychosperma_macarthurii","exotic","K",0
"Pyracantha_angustifolia","exotic","K",1
"Pyracantha_crenatoserrata","exotic","K",1
"Pyracantha_koidzumii","exotic","K",1
"Pyrostegia_venusta","exotic","K",1
"Quercus_suber","exotic","K",0
"Rapanea_fosbergii","native","K",1
"Rauvolfia_sandwicensis","native","K",1
"Rauvolfia_vomitoria","exotic","K",0
"Remya_kauaiensis","native","K",1
"Remya_mauiensis","native","K",0
"Remya_montgomeryi","native","K",1
"Rhizophora_mangle","exotic","K",1
"Rhodomyrtus_tomentosa","exotic","K",1
"Rhus_sandwicensis","native","K",1
"Rhus_taitensis","exotic","K",0
"Ricinus_communis","exotic","K",1
"Rosa_×damascena","exotic","K",0
"Rosa_laevigata","exotic","K",0
"Roystonea_regia","exotic","K",0
"Rubus_argutus","exotic","K",1
"Rubus_ellipticus","exotic","K",0
"Rubus_glaucus","exotic","K",0
"Rubus_hawaiensis","native","K",1
"Rubus_macraei","native","K",0
"Rubus_niveus","exotic","K",1
"Rubus_praecox","exotic","K",0
"Rubus_rosifolius","exotic","K",1
"Rubus_sieboldii","exotic","K",1
"Rumex_giganteus","native","K",0
"Rumex_skottsbergii","native","K",0
"Ruta_graveolens","exotic","K",0
"Sambucus_canadensis","exotic","K",1
"Sanchezia_speciosa","exotic","K",1
"Sandoricum_koetjape","exotic","K",0
"Santalum_album","exotic","K",0
"Santalum_ellipticum","native","K",1
"Santalum_freycinetianum","native","K",0
"Santalum_haleakalae","native","K",0
"Santalum_involutum","native","K",1
"Santalum_paniculatum","native","K",0
"Santalum_pyrularium","native","K",1
"Sapindus_oahuensis","native","K",1
"Sapindus_saponaria","native","K",0
"Scaevola_chamissoniana","native","K",0
"Scaevola_gaudichaudiana","native","K",1
"Scaevola_gaudichaudii","native","K",1
"Scaevola_glabra","native","K",1
"Scaevola_hobdyi","native","K",0
"Scaevola_kilaueae","native","K",0
"Scaevola_mollis","native","K",1
"Scaevola_procera","native","K",1
"Scaevola_taccada","native","K",1
"Schefflera_actinophylla","exotic","K",1
"Schefflera_arboricola","exotic","K",1
"Schefflera_heptaphylla","exotic","K",0
"Schefflera_insularum","exotic","K",0
"Schiedea_adamantis","native","K",0
"Schiedea_apokremnos","native","K",1
"Schiedea_attenuata","native","K",1
"Schiedea_haleakalensis","native","K",0
"Schiedea_implexa","native","K",0
"Schiedea_kaalae","native","K",0
"Schiedea_kauaiensis","native","K",1
"Schiedea_kealiae","native","K",0
"Schiedea_laui","native","K",0
"Schiedea_lydgatei","native","K",0
"Schiedea_mannii","native","K",0
"Schiedea_nuttallii","native","K",0
"Schiedea_salicaria","native","K",0
"Schinus_molle","exotic","K",0
"Schinus_terebinthifolia","exotic","K",1
"Schizostachyum_glaucifolium","exotic","K",1
"Selenicereus_macdonaldiae","exotic","K",1
"Senna_alata","exotic","K",1
"Senna_didymobotrya","exotic","K",1
"Senna_gaudichaudii","native","K",1
"Senna_multijuga","exotic","K",1
"Senna_pendula","exotic","K",1
"Senna_septemtrionalis","exotic","K",1
"Senna_siamea","exotic","K",0
"Senna_spectabilis","exotic","K",0
"Senna_surattensis","exotic","K",1
"Serissa_japonica","exotic","K",0
"Sesbania_sesban","exotic","K",1
"Sesbania_tomentosa","native","K",1
"Sida_fallax","native","K",1
"Sidastrum_micranthum","exotic","K",1
"Sidastrum_paniculatum","exotic","K",0
"Sida_urens","exotic","K",0
"Sideroxylon_persimile","exotic","K",0
"Sideroxylon_polynesicum","native","K",1
"Silene_hawaiiensis","native","K",0
"Silene_struthioloides","native","K",0
"Smilax_melastomifolia","native","K",1
"Solanum_aviculare","exotic","K",0
"Solanum_capsicoides","exotic","K",1
"Solanum_incompletum","native","K",1
"Solanum_linnaeanum","exotic","K",0
"Solanum_mauritianum","exotic","K",0
"Solanum_nelsonii","native","K",1
"Solanum_pseudocapsicum","exotic","K",0
"Solanum_robustum","exotic","K",0
"Solanum_sandwicense","native","K",1
"Solanum_seaforthianum","exotic","K",1
"Solanum_torvum","exotic","K",1
"Solanum_viride","exotic","K",1
"Sophora_chrysophylla","native","K",1
"Sophora_tomentosa","exotic","K",0
"Spartium_junceum","exotic","K",1
"Spathodea_campanulata","exotic","K",1
"Stachytarpheta_cayennensis","exotic","K",1
"Stenogyne_rugosa","native","K",0
"Stenogyne_viridis","native","K",0
"Sterculia_apetala","exotic","K",0
"Sterculia_foetida","exotic","K",0
"Streblus_sandwicensis","native","K",1
"Streptosolen_jamesonii","exotic","K",1
"Stylosanthes_scabra","exotic","K",1
"Swietenia_macrophylla","exotic","K",0
"Syagrus_romanzoffiana","exotic","K",0
"Syncarpia_glomulifera","exotic","K",0
"Syzygium_cumini","exotic","K",1
"Syzygium_grande","exotic","K",0
"Syzygium_jambos","exotic","K",1
"Syzygium_malaccense","exotic","K",1
"Syzygium_sandwicense","native","K",1
"Syzygium_syzygioides","exotic","K",0
"Tabebuia_aurea","exotic","K",0
"Tabebuia_heterophylla","exotic","K",0
"Tabebuia_pallida","exotic","K",1
"Tabebuia_rosea","exotic","K",0
"Tabernaemontana_litoralis","exotic","K",0
"Talipariti_tiliaceum","native","K",1
"Tamarindus_indica","exotic","K",0
"Tarlmounia_elliptica","exotic","K",0
"Tecoma_castanifolia","exotic","K",0
"Tecoma_stans","exotic","K",0
"Tephrosia_candida","exotic","K",0
"Terminalia_catappa","exotic","K",1
"Terminalia_melanocarpa","exotic","K",0
"Terminalia_myriocarpa","exotic","K",1
"Tetramolopium_arenarium","native","K",0
"Tetramolopium_capillare","native","K",0
"Tetramolopium_consanguineum","native","K",0
"Tetramolopium_conyzoides","native","K",0
"Tetramolopium_filiforme","native","K",0
"Tetramolopium_humile","native","K",0
"Tetramolopium_lepidotum","native","K",0
"Tetramolopium_remyi","native","K",0
"Tetramolopium_rockii","native","K",0
"Tetramolopium_sylvae","native","K",0
"Tetramolopium_tenerrimum","native","K",0
"Tetrapanax_papyrifer","exotic","K",0
"Tetrastigma_pubinerve","exotic","K",1
"Tetrazygia_bicolor","exotic","K",0
"Thespesia_populnea","native","K",1
"Thunbergia_grandiflora","exotic","K",1
"Thunbergia_laurifolia","exotic","K",1
"Tibouchina_granulosa","exotic","K",0
"Tibouchina_longifolia","exotic","K",0
"Tibouchina_urvilleana","exotic","K",1
"Toona_ciliata","exotic","K",1
"Touchardia_latifolia","native","K",1
"Tournefortia_argentea","exotic","K",1
"Trema_orientalis","exotic","K",1
"Trematolobelia_auriculata","native","K",0
"Trematolobelia_grandifolia","native","K",0
"Trematolobelia_kaalae","native","K",0
"Trematolobelia_kauaiensis","native","K",1
"Trematolobelia_macrostachys","native","K",0
"Trematolobelia_rockii","native","K",0
"Trematolobelia_singularis","native","K",0
"Trematolobelia_wimmeri","native","K",0
"Trembleya_phlogiformis","exotic","K",1
"Triphasia_trifolia","exotic","K",0
"Triplaris_weigeltiana","exotic","K",0
"Triumfetta_semitriloba","exotic","K",1
"Ulex_europaeus","exotic","K",0
"Urena_lobata","exotic","K",1
"Urera_glabra","native","K",1
"Urera_kaalae","native","K",0
"Vaccinium_calycinum","native","K",1
"Vaccinium_dentatum","native","K",1
"Vaccinium_reticulatum","native","K",1
"Vernicia_montana","exotic","K",0
"Veronica_speciosa","exotic","K",0
"Viola_chamissoniana","native","K",1
"Viola_helenae","native","K",1
"Viola_oahuensis","native","K",0
"Viola_wailenalenae","native","K",1
"Vitex_parviflora","exotic","K",0
"Vitex_trifolia","exotic","K",1
"Volkameria_glabra","exotic","K",1
"Waltheria_indica","native","K",1
"Washingtonia_filifera","exotic","K",0
"Washingtonia_robusta","exotic","K",0
"Wikstroemia_bicornuta","native","K",0
"Wikstroemia_forbesii","native","K",0
"Wikstroemia_furcata","native","K",1
"Wikstroemia_hanalei","native","K",1
"Wikstroemia_monticola","native","K",0
"Wikstroemia_oahuensis","native","K",1
"Wikstroemia_phillyreifolia","native","K",0
"Wikstroemia_pulcherrima","native","K",0
"Wikstroemia_sandwicensis","native","K",0
"Wikstroemia_skottsbergiana","native","K",1
"Wikstroemia_uva-ursi","native","K",1
"Wikstroemia_villosa","native","K",0
"Wilkesia_gymnoxiphium","native","K",1
"Wilkesia_hobdyi","native","K",1
"Xylosma_crenata","native","K",1
"Xylosma_hawaiensis","native","K",1
"Zanthoxylum_dipetalum","native","K",1
"Zanthoxylum_hawaiiense","native","K",1
"Zanthoxylum_kauaense","native","K",1
"Zanthoxylum_oahuense","native","K",0
"Abrus_precatorius","exotic","Ka",0
"Abutilon_auritum","exotic","Ka",0
"Abutilon_eremitopetalum","native","Ka",0
"Abutilon_grandifolium","exotic","Ka",1
"Abutilon_menziesii","native","Ka",0
"Abutilon_sandwicense","native","Ka",0
"Acacia_aneura","exotic","Ka",0
"Acacia_catechu","exotic","Ka",0
"Acacia_confusa","exotic","Ka",1
"Acacia_farnesiana","exotic","Ka",1
"Acacia_koa","native","Ka",0
"Acacia_koaia","native","Ka",0
"Acacia_mangium","exotic","Ka",0
"Acacia_mearnsii","exotic","Ka",1
"Acacia_melanoxylon","exotic","Ka",0
"Acacia_parramattensis","exotic","Ka",0
"Acanthocereus_tetragonus","exotic","Ka",0
"Achyranthes_mutica","native","Ka",0
"Achyranthes_splendens","native","Ka",0
"Adenanthera_pavonina","exotic","Ka",0
"Ageratina_riparia","exotic","Ka",0
"Ailanthus_altissima","exotic","Ka",0
"Albizia_chinensis","exotic","Ka",0
"Albizia_lebbeck","exotic","Ka",0
"Albizia_moluccana","exotic","Ka",1
"Albizia_niopoides","exotic","Ka",0
"Albizia_saman","exotic","Ka",0
"Albizia_saponaria","exotic","Ka",0
"Alectryon_macrococcum","native","Ka",0
"Aleurites_moluccanus","exotic","Ka",0
"Alnus_nepalensis","exotic","Ka",0
"Alphitonia_excelsa","exotic","Ka",0
"Alphitonia_ponderosa","native","Ka",0
"Alsinidendron_obovatum","native","Ka",0
"Alsinidendron_trinerve","native","Ka",0
"Alsinidendron_viscosum","native","Ka",0
"Alstonia_macrophylla","exotic","Ka",0
"Alyxia_stellata","native","Ka",0
"Angophora_costata","exotic","Ka",0
"Annona_cherimola","exotic","Ka",0
"Annona_muricata","exotic","Ka",0
"Antidesma_platyphyllum","native","Ka",0
"Antidesma_pulvinatum","native","Ka",0
"Antigonon_leptopus","exotic","Ka",0
"Archontophoenix_alexandrae","exotic","Ka",0
"Ardisia_crenata","exotic","Ka",0
"Ardisia_elliptica","exotic","Ka",0
"Arenga_pinnata","exotic","Ka",0
"Argyroxiphium_caliginis","native","Ka",0
"Argyroxiphium_grayanum","native","Ka",0
"Argyroxiphium_kauense","native","Ka",0
"Argyroxiphium_sandwicense","native","Ka",0
"Argyroxiphium_virescens","native","Ka",0
"Aristolochia_littoralis","exotic","Ka",0
"Artabotrys_hexapetalus","exotic","Ka",0
"Artemisia_australis","native","Ka",1
"Artemisia_kauaiensis","native","Ka",0
"Artemisia_mauiensis","native","Ka",0
"Artocarpus_heterophyllus","exotic","Ka",0
"Atractocarpus_fitzalanii","exotic","Ka",0
"Atriplex_canescens","exotic","Ka",0
"Atriplex_lentiformis","exotic","Ka",0
"Atriplex_semibaccata","exotic","Ka",1
"Azadirachta_indica","exotic","Ka",0
"Banksia_integrifolia","exotic","Ka",0
"Barleria_cristata","exotic","Ka",0
"Bastardia_viscosa","exotic","Ka",0
"Batis_maritima","exotic","Ka",1
"Bauhinia_glauca","exotic","Ka",0
"Bauhinia_monandra","exotic","Ka",0
"Bidens_menziesii","native","Ka",0
"Bischofia_javanica","exotic","Ka",0
"Bixa_orellana","exotic","Ka",0
"Bobea_brevipes","native","Ka",0
"Bobea_gaudichaudii","native","Ka",0
"Bobea_sandwicensis","native","Ka",0
"Bobea_timonioides","native","Ka",0
"Bocconia_frutescens","exotic","Ka",0
"Boehmeria_grandis","native","Ka",0
"Boehmeria_nivea","exotic","Ka",0
"Bonamia_menziesii","native","Ka",0
"Brexia_madagascariensis","exotic","Ka",0
"Breynia_disticha","exotic","Ka",0
"Brighamia_insignis","native","Ka",0
"Brighamia_rockii","native","Ka",0
"Broussaisia_arguta","native","Ka",0
"Broussonetia_papyrifera","exotic","Ka",1
"Brugmansia_×candida","exotic","Ka",0
"Bruguiera_sexangula","exotic","Ka",0
"Buddleja_asiatica","exotic","Ka",0
"Buddleja_davidii","exotic","Ka",0
"Buddleja_madagascariensis","exotic","Ka",0
"Caesalpinia_bonduc","native","Ka",0
"Caesalpinia_crista","exotic","Ka",0
"Caesalpinia_decapetala","exotic","Ka",0
"Caesalpinia_globulorum","exotic","Ka",0
"Caesalpinia_kauaiensis","native","Ka",0
"Cajanus_cajan","exotic","Ka",0
"Calliandra_houstoniana","exotic","Ka",0
"Calliandra_surinamensis","exotic","Ka",0
"Calophyllum_inophyllum","exotic","Ka",0
"Calopogonium_galactioides","exotic","Ka",0
"Calotropis_gigantea","exotic","Ka",0
"Calotropis_procera","exotic","Ka",1
"Camellia_sinensis","exotic","Ka",0
"Capparidastrum_mollicellum","exotic","Ka",0
"Capparis_mariana","native","Ka",1
"Carica_papaya","exotic","Ka",0
"Carissa_macrocarpa","exotic","Ka",0
"Caryota_mitis","exotic","Ka",0
"Cascabela_thevetia","exotic","Ka",0
"Cassia_javanica","exotic","Ka",0
"Casuarina_cunninghamiana","exotic","Ka",0
"Casuarina_equisetifolia","exotic","Ka",1
"Casuarina_glauca","exotic","Ka",1
"Catalpa_longissima","exotic","Ka",0
"Catha_edulis","exotic","Ka",0
"Cecropia_obtusifolia","exotic","Ka",0
"Cedrela_odorata","exotic","Ka",0
"Cereus_uruguayanus","exotic","Ka",0
